ms_sub_class,ms_zoning,lot_frontage,lot_area,street,alley,lot_shape,land_contour,utilities,lot_config,land_slope,neighborhood,condition_1,condition_2,bldg_type,house_style,overall_cond,year_built,year_remod_add,roof_style,roof_matl,exterior_1st,exterior_2nd,mas_vnr_type,mas_vnr_area,exter_cond,foundation,bsmt_cond,bsmt_exposure,bsmt_fin_type_1,bsmt_fin_sf_1,bsmt_fin_type_2,bsmt_fin_sf_2,bsmt_unf_sf,total_bsmt_sf,heating,heating_qc,central_air,electrical,first_flr_sf,second_flr_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abv_gr,kitchen_abv_gr,tot_rms_abv_grd,functional,fireplaces,garage_type,garage_finish,garage_cars,garage_area,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,three_season_porch,screen_porch,pool_area,pool_qc,fence,misc_feature,misc_val,mo_sold,year_sold,sale_type,sale_condition,sale_price,longitude,latitude,id
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,0,21000,Pave,No_Alley_Access,Regular,Bnk,AllPub,Corner,Gtl,Crawford,Norm,Norm,OneFam,One_Story,Average,1953,1953,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,184,Good,CBlock,Typical,Mn,ALQ,1,Rec,869,905,1809,GasA,Typical,Y,SBrkr,2259,0,2259,1,0,2,0,3,1,7,Typ,2,Basment,Unf,2,450,Typical,Paved,166,120,192,0,0,0,No_Pool,Minimum_Privacy,None,0,10,2007,COD,Abnorml,217000,-93.639393,42.01265,2223
One_Story_PUD_1946_and_Newer,Residential_Medium_Density,59,5568,Pave,No_Alley_Access,Slightly_Irregular,HLS,AllPub,Inside,Mod,Crawford,Norm,Norm,TwnhsE,One_Story,Average,2006,2007,Hip,CompShg,CemntBd,CmentBd,Stone,473,Typical,PConc,Typical,Gd,GLQ,3,Unf,0,0,1573,GasA,Good,Y,SBrkr,1625,0,1625,1,1,2,0,2,1,5,Typ,1,Attchd,Fin,2,495,Typical,Paved,123,0,0,0,153,0,No_Pool,No_Fence,None,0,10,2007,New,Partial,375000,-93.615697,42.009401,2246
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,68,8298,Pave,No_Alley_Access,Slightly_Irregular,HLS,AllPub,Inside,Gtl,Timberland,Norm,Norm,OneFam,One_Story,Average,2006,2007,Hip,CompShg,VinylSd,VinylSd,None,0,Typical,PConc,Typical,Av,GLQ,3,Unf,0,963,1546,GasA,Excellent,Y,SBrkr,1564,0,1564,0,0,2,0,2,1,6,Typ,1,Attchd,RFn,2,502,Typical,Paved,132,0,0,0,0,0,No_Pool,No_Fence,None,0,9,2007,New,Partial,267300,-93.650569,41.994137,2261
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,89,10991,Pave,No_Alley_Access,Slightly_Irregular,HLS,AllPub,Inside,Gtl,Timberland,Norm,Norm,OneFam,One_Story,Average,2007,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,80,Typical,PConc,Typical,Gd,Unf,7,Unf,0,1571,1571,GasA,Excellent,Y,SBrkr,1571,0,1571,0,0,2,0,3,1,7,Typ,1,Attchd,Fin,3,722,Typical,Paved,100,36,0,0,0,0,No_Pool,No_Fence,None,0,12,2007,New,Partial,239000,-93.651732,41.994824,2263
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,67,10656,Pave,No_Alley_Access,Slightly_Irregular,HLS,AllPub,Inside,Gtl,Timberland,Norm,Norm,OneFam,One_Story,Average,2006,2007,Gable,CompShg,VinylSd,VinylSd,Stone,274,Typical,PConc,Typical,Av,Unf,7,Unf,0,1638,1638,GasA,Excellent,Y,SBrkr,1646,0,1646,0,0,2,0,3,1,6,Typ,1,Attchd,RFn,3,870,Typical,Paved,192,80,0,0,0,0,No_Pool,No_Fence,None,0,11,2007,New,Partial,248900,-93.650417,41.995088,2264
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,93,15306,Pave,No_Alley_Access,Slightly_Irregular,HLS,AllPub,Corner,Gtl,Timberland,Norm,Norm,OneFam,One_Story,Average,2006,2007,Gable,CompShg,VinylSd,VinylSd,Stone,100,Typical,PConc,Typical,Gd,GLQ,3,Unf,0,1652,1732,GasA,Excellent,Y,SBrkr,1776,0,1776,1,0,2,0,3,1,7,Typ,1,Attchd,Fin,3,712,Typical,Paved,0,0,0,0,0,0,No_Pool,No_Fence,None,0,5,2007,New,Partial,283463,-93.653109,41.993288,2275
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,124,27697,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Mitchell,Norm,Norm,OneFam,One_Story,Fair,1961,1961,Shed,CompShg,Plywood,Plywood,CBlock,198,Typical,CBlock,Typical,No,BLQ,2,Unf,0,585,1396,GasA,Typical,N,SBrkr,1608,0,1608,0,0,1,0,3,1,6,Typ,0,Attchd,Unf,1,444,Fair,Paved,152,38,0,0,0,0,No_Pool,No_Fence,None,0,11,2007,COD,Abnorml,80000,-93.607114,41.989905,2299
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,50,14859,Pave,No_Alley_Access,Slightly_Irregular,HLS,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,OneFam,One_Story,Average,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,27,Typical,PConc,Typical,No,Unf,7,Unf,0,1670,1670,GasA,Excellent,Y,SBrkr,1670,0,1670,0,0,2,0,3,1,7,Typ,1,Attchd,RFn,3,690,Typical,Paved,144,60,0,0,0,0,No_Pool,No_Fence,None,0,8,2006,New,Partial,240000,-93.635967,42.06281,2318
Two_Story_1946_and_Newer,Residential_Low_Density,85,16056,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Stone_Brook,Norm,Norm,OneFam,Two_Story,Average,2005,2006,Hip,CompShg,CemntBd,CmentBd,Stone,208,Typical,PConc,Typical,Av,GLQ,3,Unf,0,1752,1992,GasA,Excellent,Y,SBrkr,1992,876,2868,0,0,3,1,4,1,11,Typ,1,BuiltIn,Fin,3,716,Typical,Paved,214,108,0,0,0,0,No_Pool,No_Fence,None,0,7,2006,New,Partial,556581,-93.628607,42.061478,2333
Two_Story_1946_and_Newer,Residential_Low_Density,82,12438,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Stone_Brook,Norm,Norm,OneFam,Two_Story,Average,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,466,Typical,PConc,Good,No,Unf,7,Unf,0,1234,1234,GasA,Excellent,Y,SBrkr,1264,1312,2576,0,0,2,1,4,1,10,Typ,1,BuiltIn,Fin,3,666,Typical,Paved,324,100,0,0,0,0,No_Pool,No_Fence,None,0,7,2006,New,Partial,361919,-93.62877,42.061008,2334
Two_Story_1946_and_Newer,Residential_Low_Density,82,16052,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,CulDSac,Gtl,Stone_Brook,Norm,Norm,OneFam,Two_Story,Average,2006,2006,Hip,CompShg,VinylSd,VinylSd,Stone,734,Typical,PConc,Typical,No,GLQ,3,Unf,0,644,1850,GasA,Excellent,Y,SBrkr,1850,848,2698,1,0,2,1,4,1,11,Typ,1,Attchd,RFn,3,736,Typical,Paved,250,0,0,0,0,0,No_Pool,No_Fence,None,0,7,2006,New,Partial,535000,-93.627767,42.060111,2335
Two_Story_1946_and_Newer,Residential_Low_Density,66,13682,Pave,No_Alley_Access,Moderately_Irregular,HLS,AllPub,CulDSac,Gtl,Stone_Brook,Norm,Norm,OneFam,Two_Story,Average,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,1031,Typical,PConc,Typical,Gd,Unf,7,Unf,0,1410,1410,GasA,Excellent,Y,SBrkr,1426,1519,2945,0,0,3,1,3,1,10,Typ,1,BuiltIn,Fin,3,641,Typical,Paved,192,0,37,0,0,0,No_Pool,No_Fence,None,0,10,2006,New,Partial,438780,-93.626477,42.061096,2337
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,69,11302,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Stone_Brook,Norm,Norm,OneFam,One_Story,Average,2005,2006,Gable,CompShg,VinylSd,Other,BrkFace,238,Typical,PConc,Typical,Gd,GLQ,3,Unf,0,392,1814,GasA,Excellent,Y,SBrkr,1826,0,1826,1,0,2,0,3,1,7,Typ,1,Attchd,Fin,3,758,Typical,Paved,180,75,0,0,120,0,No_Pool,No_Fence,None,0,8,2006,New,Partial,319000,-93.624062,42.059947,2341
Two_Story_1946_and_Newer,Floating_Village_Residential,75,9512,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Somerset,RRAn,Norm,OneFam,Two_Story,Average,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0,Typical,PConc,Typical,No,ALQ,1,Unf,0,172,960,GasA,Excellent,Y,SBrkr,960,1358,2318,1,0,2,1,3,1,8,Typ,1,BuiltIn,Fin,2,541,Typical,Paved,0,246,0,0,0,0,No_Pool,No_Fence,None,0,6,2006,New,Partial,294323,-93.639516,42.051077,2354
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,71,9353,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,North_Ames,Norm,Norm,OneFam,One_Story,Average,1970,1970,Gable,CompShg,MetalSd,MetalSd,None,0,Typical,CBlock,Typical,No,Unf,7,Unf,0,864,864,GasA,Good,Y,SBrkr,864,0,864,0,0,1,0,3,1,5,Typ,0,Attchd,Unf,1,280,Typical,Paved,0,0,0,0,0,0,No_Pool,No_Fence,Shed,0,7,2006,Oth,Abnorml,116050,-93.625373,42.053459,2361
Two_Story_1946_and_Newer,Residential_Low_Density,101,14215,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Corner,Gtl,Northridge_Heights,Norm,Norm,OneFam,Two_Story,Average,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,380,Typical,PConc,Typical,Av,Unf,7,Unf,0,1158,1158,GasA,Excellent,Y,SBrkr,1158,1218,2376,0,0,3,1,4,1,9,Typ,1,BuiltIn,RFn,3,853,Typical,Paved,240,154,0,0,0,0,No_Pool,No_Fence,None,0,11,2006,New,Partial,325300,-93.657118,42.060272,2387
Two_Story_1946_and_Newer,Residential_Low_Density,82,9942,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Northridge_Heights,Norm,Norm,OneFam,Two_Story,Average,2005,2006,Gable,CompShg,MetalSd,MetalSd,BrkFace,385,Typical,PConc,Good,Av,GLQ,3,Unf,0,316,1606,GasA,Excellent,Y,SBrkr,1625,466,2091,1,0,2,1,3,1,8,Typ,1,Attchd,RFn,2,521,Typical,Paved,194,84,0,0,0,0,No_Pool,No_Fence,None,0,5,2006,New,Partial,338500,-93.654642,42.060577,2391
Two_Story_1946_and_Newer,Residential_Low_Density,85,11924,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Northridge_Heights,Norm,Norm,OneFam,Two_Story,Average,2005,2006,Hip,CompShg,WdShing,Wd Shng,Stone,286,Typical,PConc,Typical,No,GLQ,3,Unf,0,177,1175,GasA,Excellent,Y,SBrkr,1182,1142,2324,1,0,3,0,4,1,11,Typ,2,BuiltIn,Fin,3,736,Typical,Paved,147,21,0,0,0,0,No_Pool,No_Fence,None,0,7,2006,New,Partial,345000,-93.652334,42.060866,2392
Two_Story_1946_and_Newer,Residential_Low_Density,82,10672,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Northridge_Heights,Norm,Norm,OneFam,Two_Story,Average,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0,Typical,PConc,Typical,Gd,Unf,7,Unf,0,1054,1054,GasA,Good,Y,SBrkr,1054,1335,2389,0,0,2,1,4,1,10,Typ,1,BuiltIn,Fin,3,672,Typical,Paved,176,64,0,0,0,0,No_Pool,No_Fence,None,0,11,2006,New,Partial,298236,-93.653452,42.060357,2394
Two_Story_1946_and_Newer,Residential_Low_Density,82,11643,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Northridge_Heights,Norm,Norm,OneFam,Two_Story,Average,2005,2006,Hip,CompShg,MetalSd,MetalSd,BrkFace,142,Typical,PConc,Typical,Av,GLQ,3,Unf,0,644,1524,GasA,Excellent,Y,SBrkr,1544,814,2358,1,0,2,1,4,1,10,Typ,1,BuiltIn,Fin,3,784,Typical,Paved,120,34,0,0,0,0,No_Pool,No_Fence,None,0,8,2006,New,Partial,329900,-93.6531488,42.060377,2395
One_Story_PUD_1946_and_Newer,Residential_Low_Density,40,6792,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Northridge_Heights,Norm,Norm,TwnhsE,One_Story,Average,2005,2006,Gable,CompShg,VinylSd,VinylSd,Stone,94,Typical,PConc,Typical,No,Unf,7,Unf,0,1368,1368,GasA,Excellent,Y,SBrkr,1368,0,1368,0,0,2,0,2,1,6,Typ,1,Attchd,RFn,2,474,Typical,Paved,132,35,0,0,0,0,No_Pool,No_Fence,None,0,3,2006,New,Partial,202665,-93.649525,42.058238,2407
One_Story_PUD_1946_and_Newer,Residential_Low_Density,48,6373,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Northridge_Heights,Norm,Norm,TwnhsE,One_Story,Average,2006,2006,Hip,CompShg,MetalSd,MetalSd,BrkFace,572,Typical,PConc,Good,No,GLQ,3,Unf,0,1251,1666,GasA,Excellent,Y,SBrkr,1666,0,1666,1,0,2,0,2,1,6,Typ,1,Attchd,RFn,2,575,Typical,Paved,228,75,0,0,0,0,No_Pool,No_Fence,None,0,6,2006,New,Partial,310090,-93.65414,42.057164,2409
Two_Story_1946_and_Newer,Residential_Low_Density,65,10237,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,OneFam,Two_Story,Average,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0,Typical,PConc,Typical,No,Unf,7,Unf,0,738,738,GasA,Excellent,Y,SBrkr,738,754,1492,0,0,2,1,3,1,8,Typ,0,Attchd,Fin,2,440,Typical,Paved,0,32,0,0,0,0,No_Pool,No_Fence,None,0,9,2006,New,Partial,169985,-93.645774,42.062361,2413
Two_Story_1946_and_Newer,Residential_Low_Density,58,17104,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,OneFam,Two_Story,Average,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0,Typical,PConc,Good,Av,GLQ,3,Unf,0,100,654,GasA,Excellent,Y,SBrkr,664,832,1496,1,0,2,1,3,1,7,Typ,1,Attchd,RFn,2,426,Typical,Paved,100,24,0,0,0,0,No_Pool,No_Fence,None,0,9,2006,New,Partial,179665,-93.644411,42.061915,2414
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,102,11660,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,OneFam,One_Story,Average,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0,Typical,PConc,Typical,Av,Unf,7,Unf,0,1326,1326,GasA,Excellent,Y,SBrkr,1326,0,1326,0,0,2,0,3,1,6,Typ,0,Attchd,Fin,2,427,Typical,Paved,100,0,0,0,0,0,No_Pool,No_Fence,None,0,7,2006,New,Partial,174190,-93.644627,42.063031,2416
Two_Story_1946_and_Newer,Residential_Low_Density,75,9073,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,OneFam,Two_Story,Average,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0,Typical,PConc,Typical,No,Unf,7,Unf,0,738,738,GasA,Excellent,Y,SBrkr,738,754,1492,0,0,2,1,3,1,8,Typ,0,Attchd,Fin,2,440,Typical,Paved,100,32,0,0,0,0,No_Pool,No_Fence,None,0,10,2006,New,Partial,185101,-93.644306,42.061987,2419
One_Story_PUD_1946_and_Newer,Residential_Low_Density,43,3087,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Bloomington_Heights,Norm,Norm,TwnhsE,One_Story,Average,2006,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,14,Typical,PConc,Typical,Av,GLQ,3,Unf,0,767,1220,GasA,Excellent,Y,SBrkr,1364,0,1364,1,0,2,0,2,1,6,Typ,1,Attchd,Fin,2,437,Typical,Paved,100,16,0,0,0,0,No_Pool,No_Fence,None,0,11,2006,New,Partial,210250,-93.641662,42.062574,2420
One_Story_PUD_1946_and_Newer,Residential_Low_Density,43,3010,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Bloomington_Heights,Norm,Norm,TwnhsE,One_Story,Average,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,16,Typical,PConc,Typical,Av,GLQ,3,Unf,0,1232,1248,GasA,Excellent,Y,SBrkr,1248,0,1248,0,0,2,0,2,1,5,Typ,0,Attchd,Fin,2,438,Typical,Paved,108,0,0,0,0,0,No_Pool,No_Fence,None,0,3,2006,New,Partial,167240,-93.642261,42.063301,2426
Two_Story_1946_and_Newer,Residential_Low_Density,0,12104,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,FR3,Gtl,Gilbert,Norm,Norm,OneFam,Two_Story,Average,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0,Typical,PConc,Typical,No,Unf,7,Unf,0,1035,1035,GasA,Good,Y,SBrkr,1082,1240,2322,0,0,3,1,4,1,8,Typ,0,Attchd,RFn,3,617,Typical,Paved,400,45,0,0,0,0,No_Pool,No_Fence,None,0,8,2006,New,Partial,287602,-93.641283,42.05696,2441
Two_Story_1946_and_Newer,Residential_Low_Density,75,12447,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Somerset,RRAn,Norm,OneFam,Two_Story,Average,2005,2006,Gable,CompShg,CemntBd,CmentBd,Stone,192,Typical,PConc,Good,No,Unf,7,Unf,0,1100,1100,GasA,Excellent,Y,SBrkr,1116,848,1964,0,0,2,1,3,1,8,Typ,1,BuiltIn,Fin,2,760,Typical,Paved,200,70,0,0,0,0,No_Pool,No_Fence,None,0,1,2006,New,Partial,252000,-93.642317,42.055056,2455
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,85,10936,Pave,No_Alley_Access,Regular,Lvl,AllPub,Corner,Gtl,Somerset,Feedr,Norm,OneFam,One_Story,Average,2006,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,60,Typical,PConc,Typical,No,Unf,7,Unf,0,1504,1504,GasA,Excellent,Y,SBrkr,1504,0,1504,0,0,2,0,3,1,7,Typ,0,Attchd,Fin,2,510,Typical,Paved,144,0,0,0,0,0,No_Pool,No_Fence,None,0,9,2006,New,Partial,199000,-93.643811,42.053033,2460
One_Story_1946_and_Newer_All_Styles,Floating_Village_Residential,72,8640,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Somerset,Norm,Norm,OneFam,One_Story,Average,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0,Typical,PConc,Typical,No,GLQ,3,Unf,0,1254,1278,GasA,Excellent,Y,SBrkr,1278,0,1278,0,0,2,0,2,1,5,Typ,0,Attchd,RFn,2,584,Typical,Paved,0,60,0,0,0,0,No_Pool,No_Fence,None,0,10,2006,New,Partial,198600,-93.650361,42.0518,2461
Two_Story_1946_and_Newer,Floating_Village_Residential,100,13162,Pave,No_Alley_Access,Regular,Lvl,AllPub,Corner,Gtl,Somerset,Feedr,Norm,OneFam,Two_Story,Average,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0,Typical,PConc,Typical,No,GLQ,3,Unf,0,200,2036,GasA,Excellent,Y,SBrkr,2036,604,2640,1,0,3,1,3,1,11,Typ,1,Attchd,RFn,3,792,Typical,Paved,0,265,0,0,0,0,No_Pool,No_Fence,None,0,11,2006,New,Partial,405749,-93.64407,42.052265,2462
One_Story_1946_and_Newer_All_Styles,Floating_Village_Residential,81,11216,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Somerset,Norm,Norm,OneFam,One_Story,Average,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0,Typical,PConc,Good,No,Unf,7,Unf,0,1489,1489,GasA,Excellent,Y,SBrkr,1489,0,1489,0,0,2,0,3,1,7,Typ,1,Attchd,RFn,2,776,Typical,Paved,0,140,0,0,0,0,No_Pool,No_Fence,None,0,6,2006,New,Partial,232600,-93.643898,42.052272,2463
Two_Story_1946_and_Newer,Floating_Village_Residential,65,8125,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Somerset,Norm,Norm,OneFam,Two_Story,Average,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0,Typical,PConc,Typical,No,Unf,7,Unf,0,756,756,GasA,Excellent,Y,SBrkr,756,797,1553,0,0,2,1,3,1,6,Typ,0,Attchd,RFn,2,615,Typical,Paved,0,45,0,0,0,0,No_Pool,No_Fence,None,0,3,2006,New,Partial,186500,-93.642309,42.051355,2465
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,63,13072,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Sawyer_West,RRAe,Norm,OneFam,One_Story,Average,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0,Typical,PConc,Typical,No,ALQ,1,Unf,0,217,1158,GasA,Excellent,Y,SBrkr,1158,0,1158,1,0,1,1,3,1,5,Typ,0,Detchd,Unf,2,576,Typical,Paved,0,50,0,0,0,0,No_Pool,No_Fence,None,0,5,2006,New,Partial,158000,-93.690959,42.037827,2475
Duplex_All_Styles_and_Ages,Residential_Medium_Density,70,9100,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,Norm,Duplex,One_Story,Average,1963,1963,Gable,CompShg,HdBoard,HdBoard,BrkFace,336,Typical,CBlock,Typical,No,Rec,6,Unf,0,396,1728,GasA,Typical,Y,SBrkr,1728,0,1728,1,0,2,0,6,2,10,Typ,0,Detchd,Unf,2,504,Typical,Paved,0,0,0,0,0,0,No_Pool,No_Fence,None,0,11,2006,ConLI,Abnorml,125000,-93.675963,42.036087,2487
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,0,10659,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,North_Ames,Norm,Norm,OneFam,One_Story,Above_Average,1961,1961,Hip,CompShg,Wd Sdng,Wd Sdng,None,0,Typical,CBlock,Typical,No,Rec,6,Unf,0,135,1050,GasA,Typical,Y,SBrkr,1050,0,1050,1,0,1,0,3,1,6,Typ,0,Attchd,Unf,1,368,Typical,Paved,0,319,0,0,0,0,No_Pool,No_Fence,None,0,1,2006,COD,Normal,136500,-93.623414,42.043214,2542
Two_Family_conversion_All_Styles_and_Ages,Residential_Low_Density,75,10382,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,North_Ames,Norm,Norm,TwoFmCon,SLvl,Average,1958,1958,Hip,CompShg,HdBoard,HdBoard,BrkFace,105,Fair,CBlock,Typical,Gd,ALQ,1,Unf,0,75,588,GasA,Typical,Y,SBrkr,1095,0,1095,1,0,1,0,2,1,6,Typ,0,Attchd,RFn,1,264,Typical,Paved,0,0,0,0,0,0,No_Pool,No_Fence,None,0,3,2006,ConLD,Normal,140000,-93.621621,42.041314,2549
One_Story_1945_and_Older,Residential_Low_Density,118,21299,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,North_Ames,Norm,Norm,OneFam,One_Story,Average,1941,1963,Hip,WdShake,BrkFace,BrkFace,None,0,Typical,CBlock,Typical,No,Unf,7,Unf,0,929,929,GasA,Excellent,Y,SBrkr,2039,0,2039,1,0,1,1,3,1,7,Min1,3,More_Than_Two_Types,Unf,3,791,Typical,Paved,0,0,90,0,0,0,No_Pool,No_Fence,None,0,12,2006,COD,Abnorml,167000,-93.61547,42.040276,2591
One_and_Half_Story_Finished_All_Ages,Residential_Low_Density,50,7000,Pave,No_Alley_Access,Regular,Lvl,AllPub,Corner,Gtl,Old_Town,Artery,Norm,OneFam,One_and_Half_Fin,Above_Average,1924,1950,Gable,CompShg,MetalSd,MetalSd,None,0,Good,BrkTil,Typical,No,LwQ,4,Unf,0,0,617,GasA,Good,Y,SBrkr,865,445,1310,0,0,2,0,2,1,6,Min1,0,Attchd,Unf,1,398,Typical,Paved,0,0,126,0,0,0,No_Pool,No_Fence,None,0,5,2006,COD,Normal,112000,-93.6168701,42.0347269,2595
One_and_Half_Story_Finished_All_Ages,Residential_Low_Density,60,10818,Pave,Gravel,Regular,Lvl,AllPub,Inside,Gtl,Old_Town,Norm,Norm,OneFam,One_and_Half_Fin,Below_Average,1910,1950,Gable,CompShg,VinylSd,VinylSd,None,0,Typical,BrkTil,Typical,No,Unf,7,Unf,0,1077,1077,GasA,Typical,Y,FuseA,981,779,1760,0,0,1,1,4,1,7,Typ,1,Detchd,Unf,2,648,Typical,Paved,120,0,96,0,0,0,No_Pool,No_Fence,None,0,2,2006,COD,Abnorml,80000,-93.612266,42.035857,2603
One_Story_1945_and_Older,Residential_Medium_Density,56,7741,Pave,Gravel,Regular,Lvl,AllPub,Inside,Gtl,Old_Town,Norm,Norm,OneFam,One_Story,Average,1924,1950,Gable,CompShg,MetalSd,MetalSd,None,0,Typical,BrkTil,Fair,No,BLQ,2,Rec,72,817,1032,GasA,Good,N,FuseA,1032,0,1032,0,0,1,0,2,1,5,Typ,0,Detchd,Unf,1,280,Typical,Paved,0,0,112,0,0,0,No_Pool,Minimum_Privacy,None,0,6,2006,COD,Abnorml,108000,-93.618334,42.030463,2646
One_Story_1946_and_Newer_All_Styles,Residential_Medium_Density,60,7200,Pave,Gravel,Regular,Lvl,AllPub,Inside,Gtl,Old_Town,Norm,Norm,OneFam,One_Story,Average,1950,1950,Gable,CompShg,MetalSd,MetalSd,None,0,Typical,CBlock,Typical,No,Unf,7,Unf,0,576,576,GasA,Excellent,Y,SBrkr,864,0,864,0,0,1,0,2,1,5,Typ,0,Detchd,RFn,1,528,Typical,Paved,0,0,0,0,115,0,No_Pool,No_Fence,None,0,8,2006,COD,Normal,105000,-93.6145858,42.0330459,2649
Two_and_Half_Story_All_Ages,Residential_Medium_Density,65,8850,Pave,No_Alley_Access,Slightly_Irregular,Bnk,AllPub,Corner,Gtl,Old_Town,Norm,Norm,OneFam,Two_and_Half_Unf,Above_Average,1916,1950,Gable,CompShg,MetalSd,MetalSd,None,0,Typical,BrkTil,Typical,No,Unf,7,Unf,0,815,815,GasA,Excellent,Y,SBrkr,815,875,1690,0,0,1,0,3,1,7,Typ,1,Detchd,Unf,1,225,Typical,Paved,0,0,330,0,0,0,No_Pool,No_Fence,None,0,7,2006,ConLw,Normal,144000,-93.615337,42.027953,2663
One_Story_1945_and_Older,Residential_Medium_Density,60,7200,Pave,No_Alley_Access,Regular,Lvl,AllPub,Corner,Gtl,Iowa_DOT_and_Rail_Road,Norm,Norm,OneFam,One_Story,Above_Average,1930,1950,Gable,CompShg,VinylSd,VinylSd,None,0,Typical,BrkTil,Typical,No,LwQ,4,Unf,0,641,984,GasA,Typical,Y,FuseF,984,0,984,0,0,1,0,3,1,6,Typ,0,Detchd,Unf,1,308,Typical,Dirt_Gravel,0,0,164,0,0,0,No_Pool,No_Fence,None,0,3,2006,ConLI,Family,90000,-93.6265888,42.0238089,2698
